frame_id,timestamp,x,y,z,doppler,snr
1,1762562906.433058,-0.028894711285829544,0.005905753467231989,-0.004455980379134417,0.0,546.0
1,1762562906.433058,0.05872151255607605,0.008998235687613487,-0.005419199820607901,0.0,605.0
1,1762562906.433058,-0.04380811005830765,0.03673806041479111,0.01702106185257435,0.0,583.0
1,1762562906.433058,0.05872151255607605,0.04510169476270676,0.050243038684129715,0.0,575.0
1,1762562906.433058,0.07829535007476807,0.030060704797506332,-0.031191900372505188,0.0,617.0
1,1762562906.433058,-0.07689721882343292,0.0417453907430172,0.01873185485601425,0.0,577.0
1,1762562906.433058,-0.036351412534713745,0.0817461609840393,-0.0016976188635453582,0.0,608.0
1,1762562906.433058,-0.1099863201379776,0.04590017348527908,-0.005512790288776159,0.0,667.0
1,1762562906.433058,0.12583181262016296,0.06661908328533173,-0.044375691562891006,0.0,632.0
1,1762562906.433058,-0.1421433389186859,0.04440287873148918,-0.008037624880671501,0.0,663.0
1,1762562906.433058,0.15099817514419556,0.07656636834144592,-0.05800095200538635,0.0,563.0
1,1762562906.433058,-0.1621832251548767,0.07516892999410629,0.008555922657251358,0.0,571.0
1,1762562906.433058,-0.1924760639667511,0.08087202161550522,-0.0022225838620215654,0.0,580.0
1,1762562906.433058,0.41105055809020996,0.0731956884264946,-0.006990522611886263,0.0,576.0
1,1762562906.433058,-0.7927404046058655,0.13336984813213348,-0.04817919060587883,0.0,541.0
2,1762562906.5406632,-0.028894711285829544,0.005891547538340092,-0.004474740009754896,0.0,554.0
2,1762562906.5406632,0.05872151255607605,0.009003900922834873,-0.005409770179539919,0.0,617.0
2,1762562906.5406632,-0.04380811005830765,0.03674544021487236,0.01700511761009693,0.0,562.0
2,1762562906.5406632,0.05872151255607605,0.04504626616835594,0.050292741507291794,0.0,585.0
2,1762562906.5406632,0.07829535007476807,0.030117742717266083,-0.031136831268668175,0.0,613.0
2,1762562906.5406632,-0.07689721882343292,0.04175255447626114,0.018715884536504745,0.0,591.0
2,1762562906.5406632,-0.036351412534713745,0.08174467086791992,-0.001767968526110053,0.0,535.0
2,1762562906.5406632,-0.1099863201379776,0.04590315371751785,-0.005487906280905008,0.0,654.0
2,1762562906.5406632,0.12583181262016296,0.06662578880786896,-0.04436561465263367,0.0,592.0
2,1762562906.5406632,-0.1421433389186859,0.04439593106508255,-0.008075944148004055,0.0,642.0
2,1762562906.5406632,0.15099817514419556,0.07643669843673706,-0.05817174166440964,0.0,543.0
2,1762562906.5406632,-0.1621832251548767,0.0751722976565361,0.008526160381734371,0.0,563.0
2,1762562906.5406632,-0.1924760639667511,0.08087453246116638,-0.002129629487171769,0.0,584.0
2,1762562906.5406632,0.41105055809020996,0.0731624886393547,-0.007329775486141443,0.0,540.0
2,1762562906.5406632,-0.7927404046058655,0.13359221816062927,-0.047559164464473724,0.0,545.0
3,1762562906.64933,-0.028894711285829544,0.005877610761672258,-0.0044930363073945045,0.0,509.0
3,1762562906.64933,0.05872151255607605,0.009002452716231346,-0.005412183701992035,0.0,612.0
3,1762562906.64933,-0.04380811005830765,0.03675330430269241,0.01698811911046505,0.0,559.0
3,1762562906.64933,0.05872151255607605,0.04507111757993698,0.05027047172188759,0.0,619.0
3,1762562906.64933,0.07829535007476807,0.030095284804701805,-0.031158538535237312,0.0,622.0
3,1762562906.64933,-0.07689721882343292,0.04171101003885269,0.018808282911777496,0.0,598.0
3,1762562906.64933,-0.036351412534713745,0.08174459636211395,-0.001771878800354898,0.0,549.0
3,1762562906.64933,-0.1099863201379776,0.04589652270078659,-0.005543123930692673,0.0,674.0
3,1762562906.64933,0.12583181262016296,0.06662379950284958,-0.04436861723661423,0.0,604.0
3,1762562906.64933,-0.1421433389186859,0.044387735426425934,-0.008120894432067871,0.0,663.0
3,1762562906.64933,0.15099817514419556,0.07637888193130493,-0.05824761837720871,0.0,522.0
3,1762562906.64933,-0.1621832251548767,0.07517561316490173,0.008496887050569057,0.0,568.0
3,1762562906.64933,-0.1924760639667511,0.08087347447872162,-0.0021694109309464693,0.0,612.0
3,1762562906.64933,0.41105055809020996,0.07315699756145477,-0.007384234573692083,0.0,541.0
4,1762562906.7585585,-0.028894711285829544,0.00593112176284194,-0.0044221533462405205,0.0,519.0
4,1762562906.7585585,0.05872151255607605,0.009023558348417282,-0.005376928951591253,0.0,597.0
4,1762562906.7585585,-0.04380811005830765,0.03674820065498352,0.016999157145619392,0.0,553.0
4,1762562906.7585585,0.05872151255607605,0.04507102444767952,0.05027055740356445,0.0,592.0
4,1762562906.7585585,0.07829535007476807,0.030096853151917458,-0.03115702047944069,0.0,643.0
4,1762562906.7585585,-0.07689721882343292,0.0417453795671463,0.018731871619820595,0.0,595.0
4,1762562906.7585585,-0.036351412534713745,0.08174563944339752,-0.0017226414056494832,0.0,555.0
4,1762562906.7585585,-0.1099863201379776,0.045897725969552994,-0.005533152725547552,0.0,672.0
4,1762562906.7585585,0.12583181262016296,0.06660786271095276,-0.044392526149749756,0.0,612.0
4,1762562906.7585585,-0.1421433389186859,0.04439490661025047,-0.008081570267677307,0.0,649.0
4,1762562906.7585585,0.15099817514419556,0.07639838755130768,-0.058222029358148575,0.0,563.0
4,1762562906.7585585,-0.1621832251548767,0.07518362253904343,0.008425765670835972,0.0,561.0
4,1762562906.7585585,-0.1924760639667511,0.08087006211280823,-0.0022930570412427187,0.0,575.0
4,1762562906.7585585,-0.7927404046058655,0.1338251382112503,-0.04689948633313179,0.0,501.0
5,1762562906.7585585,-0.028894711285829544,0.005867227911949158,-0.004506581928580999,0.0,564.0
5,1762562906.7585585,0.05872151255607605,0.008972608484327793,-0.005461522378027439,0.0,606.0
5,1762562906.7585585,-0.04380811005830765,0.036738116294145584,0.0170209389179945,0.0,548.0
5,1762562906.7585585,0.05872151255607605,0.04505760222673416,0.05028258636593819,0.0,566.0
5,1762562906.7585585,0.07829535007476807,0.03005317598581314,-0.031199155375361443,0.0,616.0
5,1762562906.7585585,-0.07689721882343292,0.041702501475811005,0.018827157095074654,0.0,625.0
5,1762562906.7585585,-0.036351412534713745,0.08174389600753784,-0.0018039942951872945,0.0,549.0
5,1762562906.7585585,-0.1099863201379776,0.04589973762631416,-0.005516389384865761,0.0,684.0
5,1762562906.7585585,0.12583181262016296,0.0665966272354126,-0.04440937936306,0.0,591.0
5,1762562906.7585585,-0.1421433389186859,0.044392406940460205,-0.008095269091427326,0.0,648.0
5,1762562906.7585585,0.15099817514419556,0.07647104561328888,-0.05812657251954079,0.0,564.0
5,1762562906.7585585,-0.1621832251548767,0.07517936080694199,0.008463681675493717,0.0,582.0
5,1762562906.7585585,-0.1924760639667511,0.08087147027254105,-0.002242609392851591,0.0,579.0
5,1762562906.7585585,0.41105055809020996,0.07317919284105301,-0.0071608223952353,0.0,562.0
5,1762562906.7585585,-0.7927404046058655,0.1331424117088318,-0.04880461096763611,0.0,504.0
6,1762562906.8666596,-0.028894711285829544,0.005870475433766842,-0.0045023527927696705,0.0,522.0
6,1762562906.8666596,0.05872151255607605,0.00900842435657978,-0.005402232054620981,0.0,617.0
6,1762562906.8666596,-0.04380811005830765,0.03674120455980301,0.017014268785715103,0.0,541.0
6,1762562906.8666596,0.05872151255607605,0.0450979508459568,0.05024639889597893,0.0,580.0
6,1762562906.8666596,0.07829535007476807,0.030110454186797142,-0.031143877655267715,0.0,595.0
6,1762562906.8666596,-0.07689721882343292,0.04168910160660744,0.018856802955269814,0.0,612.0
6,1762562906.8666596,-0.036351412534713745,0.08174537867307663,-0.0017349314875900745,0.0,571.0
6,1762562906.8666596,-0.1099863201379776,0.04589887708425522,-0.00552360201254487,0.0,681.0
6,1762562906.8666596,0.12583181262016296,0.06661562621593475,-0.044380877166986465,0.0,603.0
6,1762562906.8666596,-0.1421433389186859,0.04439019039273262,-0.008107474073767662,0.0,674.0
6,1762562906.8666596,0.15099817514419556,0.07641797512769699,-0.058196332305669785,0.0,561.0
6,1762562906.8666596,-0.15938696265220642,0.08083152025938034,0.009435637854039669,0.0,583.0
6,1762562906.8666596,-0.1924760639667511,0.08087287098169327,-0.002191176638007164,0.0,581.0
6,1762562906.8666596,0.41105055809020996,0.07321318984031677,-0.0068044159561395645,0.0,538.0
6,1762562906.8666596,-0.7927404046058655,0.13366737961769104,-0.047347526997327805,0.0,532.0
7,1762562906.976369,-0.028894711285829544,0.005873405374586582,-0.004498530179262161,0.0,533.0
7,1762562906.976369,0.05872151255607605,0.008998248726129532,-0.005419162567704916,0.0,616.0
7,1762562906.976369,-0.04380811005830765,0.03673653304576874,0.01702435500919819,0.0,533.0
7,1762562906.976369,0.05872151255607605,0.04502968117594719,0.05030759423971176,0.0,567.0
7,1762562906.976369,0.07829535007476807,0.030110320076346397,-0.031144004315137863,0.0,605.0
7,1762562906.976369,-0.07689721882343292,0.041708484292030334,0.018813882023096085,0.0,597.0
7,1762562906.976369,-0.036351412534713745,0.08174514025449753,-0.0017461428651586175,0.0,567.0
7,1762562906.976369,-0.1099863201379776,0.04589889571070671,-0.00552342226728797,0.0,661.0
7,1762562906.976369,0.12583181262016296,0.06662443280220032,-0.04436763748526573,0.0,619.0
7,1762562906.976369,-0.1421433389186859,0.04439066722989082,-0.008104820735752583,0.0,660.0
7,1762562906.976369,0.15099817514419556,0.07649677991867065,-0.05809270590543747,0.0,538.0
7,1762562906.976369,-0.1621832251548767,0.07516805827617645,0.008563325740396976,0.0,560.0
7,1762562906.976369,-0.1924760639667511,0.08087100088596344,-0.0022590893786400557,0.0,602.0
7,1762562906.976369,0.41105055809020996,0.07317054271697998,-0.007248451001942158,0.0,556.0
8,1762562907.084459,-0.028894711285829544,0.005909486673772335,-0.004451022017747164,0.0,534.0
8,1762562907.084459,0.05872151255607605,0.008994003757834435,-0.005426204297691584,0.0,606.0
8,1762562907.084459,-0.04380811005830765,0.0367264449596405,0.01704610139131546,0.0,564.0
8,1762562907.084459,0.05872151255607605,0.045078400522470474,0.050263941287994385,0.0,569.0
8,1762562907.084459,0.07829535007476807,0.030120763927698135,-0.031133906915783882,0.0,628.0
8,1762562907.084459,-0.07689721882343292,0.041749510914087296,0.01872268319129944,0.0,596.0
8,1762562907.084459,-0.036351412534713745,0.08174391090869904,-0.0018024902092292905,0.0,550.0
8,1762562907.084459,-0.1099863201379776,0.04589919000864029,-0.005520997568964958,0.0,660.0
8,1762562907.084459,0.12583181262016296,0.06664290279150009,-0.04433990642428398,0.0,598.0
8,1762562907.084459,-0.1421433389186859,0.04439501091837883,-0.008080984465777874,0.0,707.0
8,1762562907.084459,0.15099817514419556,0.07646680623292923,-0.058132145553827286,0.0,548.0
8,1762562907.084459,-0.1621832251548767,0.07517644017934799,0.00848961342126131,0.0,581.0
8,1762562907.084459,-0.1924760639667511,0.08086799085140228,-0.0023648026399314404,0.0,586.0
8,1762562907.084459,0.41105055809020996,0.073157399892807,-0.007380183786153793,0.0,589.0
8,1762562907.084459,-0.7927404046058655,0.1335560828447342,-0.04766041785478592,0.0,499.0
9,1762562907.1941516,-0.028894711285829544,0.005868274252861738,-0.0045052203349769115,0.0,545.0
9,1762562907.1941516,0.05872151255607605,0.009007184766232967,-0.005404309835284948,0.0,580.0
9,1762562907.1941516,-0.04380811005830765,0.03674209490418434,0.017012348398566246,0.0,547.0
9,1762562907.1941516,0.05872151255607605,0.045022089034318924,0.050314392894506454,0.0,587.0
9,1762562907.1941516,0.07829535007476807,0.030133279040455818,-0.03112179972231388,0.0,622.0
9,1762562907.1941516,-0.07689721882343292,0.04169042035937309,0.01885388419032097,0.0,596.0
9,1762562907.1941516,-0.036351412534713745,0.08174433559179306,-0.001783065847121179,0.0,558.0
9,1762562907.1941516,-0.1099863201379776,0.04589907079935074,-0.005521994084119797,0.0,669.0
9,1762562907.1941516,0.12583181262016296,0.06663422286510468,-0.04435295984148979,0.0,607.0
9,1762562907.1941516,-0.1421433389186859,0.04439570754766464,-0.008077184669673443,0.0,671.0
9,1762562907.1941516,0.15099817514419556,0.07651805877685547,-0.05806467682123184,0.0,560.0
9,1762562907.1941516,-0.1621832251548767,0.07516686618328094,0.008573879487812519,0.0,568.0
9,1762562907.1941516,-0.1924760639667511,0.08086750656366348,-0.0023812116123735905,0.0,618.0
9,1762562907.1941516,0.41105055809020996,0.07317369431257248,-0.007216769270598888,0.0,550.0
9,1762562907.1941516,-0.7927404046058655,0.13379819691181183,-0.04697652906179428,0.0,504.0
10,1762562907.3038607,-0.028894711285829544,0.005877645220607519,-0.004492986015975475,0.0,512.0
10,1762562907.3038607,0.05872151255607605,0.008996101096272469,-0.005422724410891533,0.0,572.0
10,1762562907.3038607,-0.04380811005830765,0.03674200549721718,0.017012538388371468,0.0,574.0
10,1762562907.3038607,0.05872151255607605,0.04500386863946915,0.05033068731427193,0.0,612.0
10,1762562907.3038607,0.07829535007476807,0.030161967501044273,-0.031093988567590714,0.0,620.0
